,Nr. Crt.,Nume,Cod A.N.M.C.S.,Judet,Clasificare,TIP USP (in functie de specificul patologiei tratate),TIP USP (in functie de regimul proprietatii),TIP USP (din punct de vedere al invatamantului si al cercetarii stiintifice medicale),Adresa completa a sediului principal,Adresa email oficiala,Website,Autoritatea tutelara,Acreditare ciclul I,Acreditare ciclul II,,__1,__2
719,720,"INSTITUTUL NATIONAL DE MEDICINA AERONAUTICA SI SPATIALA ""GENERAL DOCTOR AVIATOR VICTOR ANASTASIU",B353,Bucuresti,Neclasificat,afectiuni cronice,public,institut,MIRCEA VULCANESCU 88,inmas@mapn.ro,www.inmas.ro,INMAS,-,Unitate aflata in proces de acreditare,,,
720,721,SPINAL CARE DOBRECI SRL,B354,Bacau,Neclasificat,specialitate,privat,fara invatamant,N/A,spinalcarebacau@gmail.com,www.spinalcare.ro,privat,-,Unitate aflata in proces de acreditare,,,
721,722,MIROPTIC MED SRL,B356,Prahova,Neclasificat,specialitate,privat,fara invatamant,"Str. Alexandru Glinka nr. 33, Ploiesti, Prahova",miropticmed@gmail.com,www.miropticmed.ro,MIROPTIC MED SRL,-,Unitate aflata in proces de acreditare,,,
722,723,CENTRUL DE INGRIJIRI PALIATIVE PALIMED,B357,Neamt,Neclasificat,pentru bolnavi cu afectiuni cronice,privat,fara invatamant,TG-NEAMT Str. Marasesti nr. 211,spitalulpalimed@yahoo.ro,www. spitalul palimed,SC PALIMED SRL,-,Unitate aflata in proces de acreditare,,,
723,724,CENTRUL MEDICAL GRANDMED,B358,Bihor,Neclasificat,afectiuni cronice,privat,fara invatamant,"Oradea, Republicii32",grandmedsrl@gmail.com,www.grandmed.ro,SC GRANDMED SRL,-,Unitate aflata in proces de acreditare,,,
724,725,ENDODIABET SRL,B360,Mehedinti,Neclasificat,pentru bolnavi cu afectiuni cronice,privat,fara invatamant,"str Crihalei nr 55, Drobeta Turnu Severin, Mehedinti",office@endodiabet.ro,www.endodiabet.ro,ENDODIABET srl,-,Unitate aflata in proces de acreditare,,,
725,726,SC MNT HEALTHCARE EUROPE SRL,B361,Iasi,Neclasificat,afectiuni cronice,privat,fara invatamant,"b-dul Ficusului nr. 40, sector 1, Bucuresti",receptie.iasi@neolife.ro,www. neolife.ro,PATRONATUL SC MNT HEALTHCARE EUROPE SRL,-,Unitate aflata in proces de acreditare,,,
726,727,SOCIETATEA DIAMED OBESITY,B362,Galati,Neclasificat,specialitate,privat,fara invatamant,"Galati, str. Gheorghe Doja, nr 73",diamedobesity@gmail.com,https://diamedobesity.ro/,privat,-,Unitate aflata in proces de acreditare,,,
727,728,CENTRUL MEDICAL BUNA VESTIRE SRL,B363,Neamt,Neclasificat,specialitate,privat,fara invatamant,Comuna Alexandru cel Bun Sat Bistrita Str. Petru Rares nr. 211,clinicabunavestire@gmail.com,clinicabunavestire@gmail.com,CENTRUL MEDICAL BUNA VESTIRE SRL,-,Unitate aflata in proces de acreditare,,,
728,729,CENTRUL MEDICAL CU SPITALIZARE SC RECUMED SRL,B364,Vaslui,Neclasificat,pentru bolnavi cu afectiuni cronice,privat,fara invatamant,"soseaua Bucuresti-Ploiesti nr. 19-21, Baneasa Business Center, etaj 3",recumedvs@yahoo.com,recumedclinic.ro,privat,-,Unitate aflata in proces de acreditare,,,
729,730,DIABET CENTER SRL,B365,Brasov,Neclasificat,specialitate,privat,fara invatamant,"SRT ZIZINULUI, NR. 106, RASOV",alinaspinean@yahoo.com,-,ONRC,-,Unitate aflata in proces de acreditare,,,
730,731,SC MEDINTERN SRL,B366,Buzau,Neclasificat,specialitate,privat,fara invatamant,"STR. NICOLAE TITULESCCU 18, et. 1, cam. 93, BUZAU, judetul Buzau",medintern.buzau@gmail.com,www.medinternbuzau.ro,SC MEDINTERN SRL,-,Unitate aflata in proces de acreditare,,,
731,732,SPITAL&POLICLINICA SFANTUL IOAN SRL,B367,Maramures,Neclasificat,general,privat,fara invatamant,"Baia Mare,Bd.Republicii 30",management@spitalsfantulioan.ro,www.spitalsfantulioan.ro,Spital&Policlinica Sfantul ioan SRL,-,Unitate aflata in proces de acreditare,,,
732,733,LUCAS MEDICAL CENTER SRL,B371,Tulcea,Neclasificat,pentru bolnavi cu afectiuni cronice,privat,fara invatamant,STR. PROGRESULUI NR. 24,lucasmedicalcenter@gmail.com,www.lucasmedicalcenter.ro,SC LUCAS MEDICAL CENTER SRL,-,Unitate aflata in proces de acreditare,,,
733,734,LASER HOSPICE,B372,Mehedinti,V,afectiuni cronice,privat,fara invatamant,DROBETA TURNU SEVERIN,nonalazar@gmail.com,www.lasersystem.ro,LASER HOSPICE,-,Unitate aflata in proces de acreditare,,,
734,735,CLINICA LUXOR,B373,Bacau,Neclasificat,specialitate,privat,fara invatamant,"str NICOLAE TITULESCU, nr 31",contact@clinicaluxor.ro,www.clinicaluxorolinic.ro,AGA,-,Unitate aflata in proces de acreditare,,,
735,736,LISIMED S.R.L.,B374,Olt,Neclasificat,general,privat,fara invatamant,"Aleea Tineretului, nr. 1D, Slatina, Olt",office@lisimed.ro,www.lisimed.ro,Administrator,-,Unitate aflata in proces de acreditare,,,
736,737,KARDINAL ONE MEDICAL SRL,B376,Timis,Neclasificat,afectiuni cronice,privat,fara invatamant,"Timisoara ,str Razboieni 5/7,jud Timis",kardinalonemedical@gmail.com,www.spital-ciacova.ro,Bungau Codruta Emilia,-,Unitate aflata in proces de acreditare,,,
737,738,S.C DIA MEDICAL PORT S.R.L,B377,Bucuresti,#N/A,#N/A,privat,fara invatamant,Iuliu Maniu 448-450 Sector 6 Bucuresti,info@diamedicalport.ro,www.DBdiamedicalport.ro,privat,-,Unitate aflata in proces de acreditare,,,
738,739,CENTRUL DE RADIOTERAPIE SI ONCOLOGIE MEDEUROPA ORADEA,B378,Bihor,Neclasificat,specialitate,privat,fara invatamant,Brasov,oradea@medeuropa.ro,www.medeuropa.ro,S.C. MEDEUROPA S.R.L.,-,Unitate aflata in proces de acreditare,,,
739,740,DR.POPESCU NICULAE SRL - SPITALUL UROMED,B379,Prahova,Neclasificat,general,privat,fara invatamant,"Str. Toma T. Socolescu, nr.31, localitatea Paule?ti, judeTul Prahova",contact@spitaluluromed.ro,www.spitaluluromed.ro,privat,-,Unitate aflata in proces de acreditare,,,
740,741,SC HYGEIA CLINIC SRL,B381,Iasi,Neclasificat,pentru bolnavi cu afectiuni cronice,privat,fara invatamant,"sat Sorogari,com.Aroneanu,jud.Iasi",contact@idris.ro,www.idris.ro,SC HYGEIA CLINIC SRL,-,Unitate aflata in proces de acreditare,,,
741,742,CENTRUL DE RADIOTERAPIE MEDEUROPA BRASOV,B382,Brasov,Neclasificat,specialitate,privat,fara invatamant,"Str. Turnului, nr. 5",brasov@medeuropa.ro,www.medeuropa.ro,S.C. MedEuropa S.R.L.,-,Unitate aflata in proces de acreditare,,,
742,743,SPITALUL DE ONCOLOGIE MONZA,B383,Bucuresti,Neclasificat,general,privat,fara invatamant,"Sos. Gheorghe Ionescu Sisesti, Nr. 8A, Sector 1, Bucuresti",office@monzaoncologie.ro,www.monzaoncologie.ro,SPITALUL DE ONCOLOGIE MONZA SRL,-,Unitate aflata in proces de acreditare,,,
743,744,NEUROLIFE SRL,B384,Buzau,Neclasificat,specialitate,privat,fara invatamant,"STR. OBOR NR. 4, MUNICIPIUL BUZAU, JUDETUL BUZAU",neurolifebz@yahoo.com,www.neurolife.ro,SC NEUROLIFE SRL,-,Unitate aflata in proces de acreditare,,,
744,745,RO-OPTIC SRL,B385,Dolj,Neclasificat,specialitate,privat,fara invatamant,"craiova, str. c.s.nicolaescu plopsor nr.5",teodor_rooptic@yahoo.com,centru medical de recuperare si integrare RO-OPTIC,centru medical ro-optic srl,-,Unitate aflata in proces de acreditare,,,
745,746,MEDOC SRL,B386,Dolj,Neclasificat,specialitate,privat,fara invatamant,"Craiova, str. Caracal, nr 109, Corp C3",office@sfnrt.ro,www.sfnrt.ro,MEDOC SRL,-,Unitate aflata in proces de acreditare,,,
746,747,CENTRUL MEDICAL SF. ANTONIE SRL,B387,Dolj,V,specialitate,privat,fara invatamant,"Craiova, str. Amaradia, nr. 21, jud. Dolj",petregabriell@yahoo.it,www.ingrijiripaliativecraiova.ro,CENTRUL MEDICAL SF. ANTONIE SRL,-,Unitate aflata in proces de acreditare,,,
747,748,"CLINICA ""SF. LUCIA"" S.R.L.",B388,Bucuresti,V,general,privat,fara invatamant,"Splaiul Unirii, nr. 313A, sect. 3",office@royalhospital.ro,www.royalhospital.ro,ADUNAREA GENERALa A ACtIONARILOR,-,Unitate aflata in proces de acreditare,,,
748,749,SC AIS CLINICS & HOSPITAL SRL,B389,Bucuresti,Neclasificat,general,privat,fara invatamant,Sos Alexandriei Nr 144 Sect 5,contact@aisclinic.ro,www.aisgrup.ro,privat,-,Unitate aflata in proces de acreditare,,,
749,750,"SPITAL ""CLINICA LAVINIA DAVIDESCU",B390,Bihor,Neclasificat,afectiuni cronice,privat,fara invatamant,"ORADEA, STR. SOVATA, NR.42, BL.C9, AP.54, BIHOR",CONTACT@CLINICADAVIDESCU.ROI,WWW.CLINICADAVIDESCU.RO,SC CLINICA LAVINIA DAVIDESCU SRL,-,Unitate aflata in proces de acreditare,,,
750,751,IMUNOMEDICA PROVITA S.R.L.,B391,Bucuresti,Neclasificat,specialitate,privat,fara invatamant,"Str.Virgiliu nr. 81, Sector 1,BUCURESTI",clinica@imuno-medica.ro,www.imuno-medica.ro,privat,-,Unitate aflata in proces de acreditare,,,
751,752,SPITALUL DE RECUPERARE SI GERIATRIE REVERA ASSISTED,B392,Bucuresti,Neclasificat,pentru bolnavi cu afectiuni cronice,privat,fara invatamant,"Str. Garlei 88 A , sect .1 Bucuresti",receptie@enayati.ro,ENAYATIMEDICALCITY.RO,Administrator,-,Unitate aflata in proces de acreditare,,,
752,753,SC DIAMEDICA HOSPITAL SRL,B393,Bucuresti,Neclasificat,specialitate,privat,fara invatamant,"Bd. Dacia nr 54, sector 2",info@diamedica.ro,www.diamedica.ro,SC DIAMEDICA HOSPITAL SRL,-,Unitate aflata in proces de acreditare,,,
753,754,INTERCARDIOCLINIQUE,B394,Bucuresti,#N/A,specialitate,privat,fara invatamant,"Strada Gheorghe Titeica nr. 144-146, SECTOR 2, BUCURESTI",receptie@intercardioclinique.ro,https://www.intercardioclinique.ro,INTERCARDIOCLINIQUE,-,Unitate aflata in proces de acreditare,,,
754,755,RTC RADIOLOGY THERAPEUTIC CENTER SRL,B395,Timis,Neclasificat,pentru bolnavi cu afectiuni cronice,privat,fara invatamant,str. Bela Bartok nr. 12,adela.bolos@amethyst-radiotherapy.com,www.amethyst-radiotherapy.ro,privat,-,Unitate aflata in proces de acreditare,,,
755,756,SC DIGESTMED SRL,B397,Bucuresti,Neclasificat,specialitate,privat,fara invatamant,"BUCURESTI, SECTOR 6, STR. VETERANILOR NR. 11 A, ET. 1",contact@digestmed.ro,www.digestmed.ro,SC DIGESTMED SRL,-,Unitate aflata in proces de acreditare,,,
756,757,SC CABINET MEDICAL DR. VATAN VENERA ECATERINA SRL,B398,Dolj,Neclasificat,specialitate,privat,fara invatamant,"STR IMPARATUL TRAIAN, NR 12, LOC CRAIOVA, JUD DOLJ",VERAMEDCRAIOVA@GMAIL.COM,VERAMEDCLINIC.RO,SC CAB MED DR VATAN VENERA ECATERINA,-,Unitate aflata in proces de acreditare,,,
757,758,CENTRUL MEDICAL ONCOHELP SRL,B399,Arad,V,specialitate,privat,fara invatamant,"Arad, str. Andrei Saguna nr.12",oncohelparad@gmail.com,oncohelparad.ro,privat,-,Unitate aflata in proces de acreditare,,,
758,759,SC MATER ANIMA SRL,B400,Suceava,Neclasificat,specialitate,privat,fara invatamant,"Ipotesti, str. Stefan cel Mare 1079, jud Suceava",office@clinica-heredita.ro,www.clinica-hereditas.ro,privat,-,Unitate aflata in proces de acreditare,,,
759,760,POPMED SERV SRL,B401,Mures,Neclasificat,pentru bolnavi cu afectiuni cronice,privat,fara invatamant,"REGHIN, STR. STEJARULUI, NR.3, JUD. MURES",popmedserv@yahoo.com,www.popmedserv.ro,SC POPMED SERV SRL,-,Unitate aflata in proces de acreditare,,,
760,761,SPITALUL ORASENESC VICTORIA,B403,Brasov,Neclasificat,general,public,fara invatamant,"Str.Baii nr.2, orasul Victoria, jud.Brasov",spitalulorasenescvictoria@yahoo.com,www.spitalulorasenescvictoria.ro,UNITATEA ADMINISTRATIV TERITORIALA VICTORIA,-,Unitate aflata in proces de acreditare,,,
761,762,CENTRUL MEDICAL DOROBANTI,B405,Constanta,Neclasificat,general,privat,fara invatamant,"Str. Dreptatii, nr 10",info@centrulmedicaldorobanti.ro,https://centrulmedicaldorobanti.ro/,Centrul Medical Dorobanti,-,Unitate aflata in proces de acreditare,,,
762,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,,
764,,,,,,,,,,,,,,,,,
765,,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,
770,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,
785,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,
814,,,,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,
817,,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,,
869,,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,
878,,,,,,,,,,,,,,,,,
879,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,,
881,,,,,,,,,,,,,,,,,
882,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,
887,,,,,,,,,,,,,,,,,
888,,,,,,,,,,,,,,,,,
889,,,,,,,,,,,,,,,,,
890,,,,,,,,,,,,,,,,,
891,,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,
894,,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,,,,
896,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,,
902,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,
904,,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,,,
906,,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,,,,,,
909,,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,,,
915,,,,,,,,,,,,,,,,,
916,,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,,
918,,,,,,,,,,,,,,,,,
919,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,
922,,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,,
924,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,,
928,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,
935,,,,,,,,,,,,,,,,,
936,,,,,,,,,,,,,,,,,
937,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,,
945,,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,
948,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,
953,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,,,,,,
956,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,,,,,,
961,,,,,,,,,,,,,,,,,
962,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,,
964,,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,,
968,,,,,,,,,,,,,,,,,
969,,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,,,,
971,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,,,,,,
976,,,,,,,,,,,,,,,,,
977,,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,
1002,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,,,,
1008,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,,,,
1014,,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,,,,
1016,,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,,
1018,,,,,,,,,,,,,,,,,
1019,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,
1023,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,,,,
1029,,,,,,,,,,,,,,,,,
1030,,,,,,,,,,,,,,,,,
1031,,,,,,,,,,,,,,,,,
1032,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,
1034,,,,,,,,,,,,,,,,,
1035,,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,,
1037,,,,,,,,,,,,,,,,,
1038,,,,,,,,,,,,,,,,,
1039,,,,,,,,,,,,,,,,,
1040,,,,,,,,,,,,,,,,,
1041,,,,,,,,,,,,,,,,,
1042,,,,,,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,,
1044,,,,,,,,,,,,,,,,,
1045,,,,,,,,,,,,,,,,,
1046,,,,,,,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,,
1048,,,,,,,,,,,,,,,,,
1049,,,,,,,,,,,,,,,,,
1050,,,,,,,,,,,,,,,,,
1051,,,,,,,,,,,,,,,,,
1052,,,,,,,,,,,,,,,,,
1053,,,,,,,,,,,,,,,,,
1054,,,,,,,,,,,,,,,,,
1055,,,,,,,,,,,,,,,,,
1056,,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,
1058,,,,,,,,,,,,,,,,,
1059,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,
1061,,,,,,,,,,,,,,,,,
1062,,,,,,,,,,,,,,,,,
1063,,,,,,,,,,,,,,,,,
1064,,,,,,,,,,,,,,,,,
1065,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,,
1067,,,,,,,,,,,,,,,,,
1068,,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,,
1070,,,,,,,,,,,,,,,,,
1071,,,,,,,,,,,,,,,,,
1072,,,,,,,,,,,,,,,,,
1073,,,,,,,,,,,,,,,,,
1074,,,,,,,,,,,,,,,,,
1075,,,,,,,,,,,,,,,,,
1076,,,,,,,,,,,,,,,,,
1077,,,,,,,,,,,,,,,,,
1078,,,,,,,,,,,,,,,,,
1079,,,,,,,,,,,,,,,,,
1080,,,,,,,,,,,,,,,,,
1081,,,,,,,,,,,,,,,,,
1082,,,,,,,,,,,,,,,,,
1083,,,,,,,,,,,,,,,,,
1084,,,,,,,,,,,,,,,,,
1085,,,,,,,,,,,,,,,,,
1086,,,,,,,,,,,,,,,,,
1087,,,,,,,,,,,,,,,,,
1088,,,,,,,,,,,,,,,,,
1089,,,,,,,,,,,,,,,,,
1090,,,,,,,,,,,,,,,,,
1091,,,,,,,,,,,,,,,,,
1092,,,,,,,,,,,,,,,,,
1093,,,,,,,,,,,,,,,,,
1094,,,,,,,,,,,,,,,,,
1095,,,,,,,,,,,,,,,,,
1096,,,,,,,,,,,,,,,,,
1097,,,,,,,,,,,,,,,,,
1098,,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,
1100,,,,,,,,,,,,,,,,,
1101,,,,,,,,,,,,,,,,,
1102,,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,,,,
1104,,,,,,,,,,,,,,,,,
1105,,,,,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,,,,
1107,,,,,,,,,,,,,,,,,
1108,,,,,,,,,,,,,,,,,
1109,,,,,,,,,,,,,,,,,
1110,,,,,,,,,,,,,,,,,
1111,,,,,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,,
1113,,,,,,,,,,,,,,,,,
1114,,,,,,,,,,,,,,,,,
1115,,,,,,,,,,,,,,,,,
1116,,,,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,,,,
1118,,,,,,,,,,,,,,,,,
1119,,,,,,,,,,,,,,,,,
1120,,,,,,,,,,,,,,,,,
1121,,,,,,,,,,,,,,,,,
1122,,,,,,,,,,,,,,,,,
1123,,,,,,,,,,,,,,,,,
1124,,,,,,,,,,,,,,,,,
1125,,,,,,,,,,,,,,,,,
1126,,,,,,,,,,,,,,,,,
1127,,,,,,,,,,,,,,,,,
1128,,,,,,,,,,,,,,,,,
1129,,,,,,,,,,,,,,,,,
1130,,,,,,,,,,,,,,,,,
1131,,,,,,,,,,,,,,,,,
1132,,,,,,,,,,,,,,,,,
1133,,,,,,,,,,,,,,,,,
1134,,,,,,,,,,,,,,,,,
1135,,,,,,,,,,,,,,,,,
1136,,,,,,,,,,,,,,,,,
1137,,,,,,,,,,,,,,,,,
1138,,,,,,,,,,,,,,,,,
1139,,,,,,,,,,,,,,,,,
1140,,,,,,,,,,,,,,,,,
1141,,,,,,,,,,,,,,,,,
1142,,,,,,,,,,,,,,,,,
1143,,,,,,,,,,,,,,,,,
1144,,,,,,,,,,,,,,,,,
1145,,,,,,,,,,,,,,,,,
1146,,,,,,,,,,,,,,,,,
1147,,,,,,,,,,,,,,,,,
1148,,,,,,,,,,,,,,,,,
1149,,,,,,,,,,,,,,,,,
1150,,,,,,,,,,,,,,,,,
1151,,,,,,,,,,,,,,,,,
1152,,,,,,,,,,,,,,,,,
